row,col,std,custom,similarity,match
9,44,,,1.0,True
9,45,,,1.0,True
9,46,,,1.0,True
9,47,,,1.0,True
9,48,,,1.0,True
9,49,,,1.0,True
9,50,,,1.0,True
9,51,,,1.0,True
9,52,,,1.0,True
9,53,,,1.0,True
9,54,,,1.0,True
9,55,,,1.0,True
9,56,,,1.0,True
9,57,,,1.0,True
9,58,,,1.0,True
9,59,,,1.0,True
9,60,,,1.0,True
9,61,,,1.0,True
10,0,,,1.0,True
10,1,CERAMICA TOTAL,CERA mLOA TOTAL,0.759,False
10,2,675,675,1.0,True
10,3,8,o,0.0,False
10,4,,,1.0,True
10,5,,,1.0,True
10,6,,,1.0,True
10,7,,,1.0,True
10,8,,,1.0,True
10,9,,,1.0,True
10,10,,,1.0,True
10,11,,,1.0,True
10,12,,O,0.0,False
10,13,,0o,0.0,False
10,14,,,1.0,True
10,15,23,23,1.0,True
10,16,,,1.0,True
10,17,,C,0.0,False
10,18,,,1.0,True
10,19,6,o,0.0,False
10,20,,,1.0,True
10,21,22 -,22,0.667,False
10,22,,8,0.0,False
10,23,,,1.0,True
10,24,,,1.0,True
10,25,,,1.0,True
10,26,,,1.0,True
10,27,C,D,0.0,False
10,28,,,1.0,True
10,29,,,1.0,True
10,30,,,1.0,True
10,31,,,1.0,True
10,32,,,1.0,True
10,33,,,1.0,True
10,34,28,28,1.0,True
10,35,,,1.0,True
10,36,S,o,0.0,False
10,37,,,1.0,True
10,38,,,1.0,True
10,39,,,1.0,True
10,40,,,1.0,True
10,41,6,o,0.0,False
10,42,,,1.0,True
10,43,,,1.0,True
10,44,,E,0.0,False
10,45,,C,0.0,False
10,46,,,1.0,True
10,47,,,1.0,True
10,48,6,,0.0,False
10,49,18,,0.0,False
10,50,,,1.0,True
10,51,,,1.0,True
10,52,,AJ,0.0,False
10,53,,,1.0,True
10,54,,,1.0,True
10,55,,,1.0,True
10,56,,,1.0,True
10,57,,,1.0,True
10,58,,,1.0,True
10,59,,,1.0,True
10,60,5,D,0.0,False
10,61,,,1.0,True
11,0,Indefinidos,Inaeainidos,0.818,False
11,1,,,1.0,True
11,2,,,1.0,True
11,3,,,1.0,True
11,4,,,1.0,True
11,5,,,1.0,True
11,6,,,1.0,True
11,7,,,1.0,True
11,8,,,1.0,True
11,9,,,1.0,True
11,10,,,1.0,True
11,11,,,1.0,True
11,12,,,1.0,True
11,13,,,1.0,True
11,14,,,1.0,True
11,15,,,1.0,True
11,16,,,1.0,True
11,17,,,1.0,True
11,18,,,1.0,True
11,19,,,1.0,True
11,20,,,1.0,True
11,21,,,1.0,True
11,22,,,1.0,True
11,23,,,1.0,True
11,24,,,1.0,True
11,25,,,1.0,True
11,26,,,1.0,True
11,27,,,1.0,True
11,28,,,1.0,True
11,29,,,1.0,True
11,30,,,1.0,True
11,31,,,1.0,True
11,32,,,1.0,True
11,33,,,1.0,True
11,34,,,1.0,True
11,35,,,1.0,True
11,36,,,1.0,True
11,37,,,1.0,True
11,38,,,1.0,True
11,39,,,1.0,True
11,40,,,1.0,True
11,41,,,1.0,True
11,42,,,1.0,True
11,43,,,1.0,True
11,44,,,1.0,True
11,45,,,1.0,True
11,46,,,1.0,True
11,47,,,1.0,True
11,48,,,1.0,True
11,49,,,1.0,True
11,50,,,1.0,True
11,51,,,1.0,True
11,52,,,1.0,True
11,53,,,1.0,True
11,54,,,1.0,True
11,55,,,1.0,True
11,56,,,1.0,True
11,57,,,1.0,True
11,58,,,1.0,True
11,59,,,1.0,True
11,60,,,1.0,True
11,61,,,1.0,True
12,0,,Soupasoo,0.0,False
12,1,,,1.0,True
12,2,,,1.0,True
12,3,,,1.0,True
12,4,,,1.0,True
12,5,,,1.0,True
12,6,,,1.0,True
12,7,,,1.0,True
12,8,,,1.0,True
12,9,,,1.0,True
12,10,,,1.0,True
12,11,,,1.0,True
12,12,,,1.0,True
12,13,,,1.0,True
12,14,,,1.0,True
12,15,,,1.0,True
12,16,,,1.0,True
12,17,,,1.0,True
12,18,,,1.0,True
12,19,,,1.0,True
12,20,,,1.0,True
12,21,,,1.0,True
12,22,,,1.0,True
12,23,,,1.0,True
12,24,,,1.0,True
12,25,,,1.0,True
12,26,,,1.0,True
12,27,,,1.0,True
12,28,,,1.0,True
12,29,,,1.0,True
12,30,,,1.0,True
12,31,,,1.0,True
12,32,,,1.0,True
12,33,,,1.0,True
12,34,tt,,0.0,False
12,35,,,1.0,True
12,36,,,1.0,True
12,37,,,1.0,True
12,38,,,1.0,True
12,39,,,1.0,True
12,40,,,1.0,True
12,41,,,1.0,True
12,42,,,1.0,True
12,43,,,1.0,True
12,44,,,1.0,True
12,45,,,1.0,True
12,46,,,1.0,True
12,47,,,1.0,True
12,48,,,1.0,True
12,49,,,1.0,True
12,50,,,1.0,True
12,51,,,1.0,True
12,52,,,1.0,True
12,53,,,1.0,True
12,54,,,1.0,True
12,55,,,1.0,True
12,56,,,1.0,True
12,57,,,1.0,True
12,58,,,1.0,True
12,59,,,1.0,True
12,60,,,1.0,True
12,61,,,1.0,True
13,0,jebisnt Instrumento,esisnuo Instrumento,0.842,False
13,1,,,1.0,True
13,2,,,1.0,True
13,3,,,1.0,True
13,4,,,1.0,True
13,5,,,1.0,True
13,6,,,1.0,True
13,7,,,1.0,True
13,8,,,1.0,True
13,9,,,1.0,True
13,10,,,1.0,True
13,11,,,1.0,True
13,12,,,1.0,True
13,13,,,1.0,True
13,14,,,1.0,True
13,15,,,1.0,True
13,16,,,1.0,True
13,17,,,1.0,True
13,18,,,1.0,True
13,19,,,1.0,True
13,20,,,1.0,True
13,21,,,1.0,True
13,22,,,1.0,True
13,23,,,1.0,True
13,24,,,1.0,True
13,25,,,1.0,True
13,26,,,1.0,True
13,27,,,1.0,True
13,28,,,1.0,True
13,29,,,1.0,True
13,30,,,1.0,True
13,31,,,1.0,True
13,32,,,1.0,True
13,33,,,1.0,True
13,34,,,1.0,True
13,35,,,1.0,True
13,36,,,1.0,True
13,37,,,1.0,True
13,38,,,1.0,True
13,39,,,1.0,True
13,40,,,1.0,True
13,41,,,1.0,True
13,42,,,1.0,True
13,43,,,1.0,True
13,44,,,1.0,True
13,45,,,1.0,True
13,46,,,1.0,True
13,47,,,1.0,True
13,48,,,1.0,True
13,49,,,1.0,True
13,50,,,1.0,True
13,51,,,1.0,True
13,52,,,1.0,True
13,53,,,1.0,True
13,54,,,1.0,True
13,55,,,1.0,True
13,56,,,1.0,True
13,57,,,1.0,True
13,58,,,1.0,True
13,59,,,1.0,True
13,60,,,1.0,True
13,61,,,1.0,True
14,0,,Ciuatibea Ciunba,0.0,False
14,1,,,1.0,True
14,2,,,1.0,True
14,3,,,1.0,True
14,4,,,1.0,True
14,5,,,1.0,True
14,6,,,1.0,True
14,7,,,1.0,True
14,8,,,1.0,True
14,9,,,1.0,True
14,10,,,1.0,True
14,11,,,1.0,True
14,12,,,1.0,True
14,13,,,1.0,True
14,14,,,1.0,True
14,15,,,1.0,True
14,16,,,1.0,True
14,17,,,1.0,True
14,18,,,1.0,True
14,19,,,1.0,True
14,20,,,1.0,True
14,21,,,1.0,True
14,22,,,1.0,True
14,23,,,1.0,True
14,24,,,1.0,True
14,25,,,1.0,True
14,26,,,1.0,True
14,27,,,1.0,True
14,28,,,1.0,True
14,29,,,1.0,True
14,30,,,1.0,True
14,31,,,1.0,True
14,32,,,1.0,True
14,33,,,1.0,True
14,34,,,1.0,True
14,35,,,1.0,True
14,36,,,1.0,True
14,37,,,1.0,True
14,38,,,1.0,True
14,39,,,1.0,True
14,40,,,1.0,True
14,41,,,1.0,True
14,42,,,1.0,True
14,43,,,1.0,True
14,44,,,1.0,True
14,45,,,1.0,True
14,46,,,1.0,True
14,47,,,1.0,True
14,48,,,1.0,True
14,49,,,1.0,True
14,50,,,1.0,True
14,51,,,1.0,True
14,52,,,1.0,True
14,53,,,1.0,True
14,54,,,1.0,True
14,55,,,1.0,True
14,56,,,1.0,True
14,57,,,1.0,True
14,58,,,1.0,True
14,59,,,1.0,True
14,60,,,1.0,True
14,61,,,1.0,True
15,0,,Miun6a,0.0,False
15,1,,,1.0,True
15,2,,,1.0,True
15,3,,,1.0,True
15,4,,,1.0,True
15,5,,,1.0,True
15,6,,,1.0,True
15,7,,,1.0,True
15,8,,,1.0,True
15,9,,,1.0,True
15,10,,,1.0,True
15,11,,,1.0,True
15,12,,,1.0,True
15,13,,,1.0,True
15,14,,,1.0,True
15,15,,,1.0,True
15,16,,,1.0,True
15,17,,,1.0,True
15,18,,,1.0,True
15,19,,,1.0,True
15,20,,,1.0,True
15,21,,,1.0,True
15,22,,,1.0,True
15,23,,,1.0,True
15,24,,,1.0,True
15,25,,,1.0,True
15,26,,,1.0,True
15,27,,,1.0,True
15,28,,,1.0,True
15,29,,,1.0,True
15,30,,,1.0,True
15,31,,,1.0,True
15,32,,,1.0,True
15,33,,,1.0,True
15,34,,,1.0,True
15,35,,,1.0,True
15,36,,,1.0,True
15,37,,,1.0,True
15,38,,,1.0,True
15,39,,,1.0,True
15,40,,,1.0,True
15,41,,,1.0,True
15,42,,,1.0,True
15,43,,,1.0,True
15,44,,,1.0,True
15,45,,,1.0,True
15,46,,,1.0,True
15,47,,,1.0,True
15,48,,,1.0,True
15,49,,,1.0,True
15,50,,,1.0,True
15,51,,,1.0,True
15,52,,,1.0,True
15,53,,,1.0,True
15,54,,,1.0,True
15,55,,,1.0,True
15,56,,,1.0,True
15,57,,,1.0,True
15,58,,,1.0,True
15,59,,,1.0,True
15,60,,,1.0,True
15,61,,,1.0,True
16,0,Reutilizado/,Orauo1 Reutilzador,0.667,False
16,1,,,1.0,True
16,2,,,1.0,True
16,3,,,1.0,True
16,4,,,1.0,True
16,5,,,1.0,True
16,6,,,1.0,True
16,7,,,1.0,True
16,8,,,1.0,True
16,9,,,1.0,True
16,10,,,1.0,True
16,11,,,1.0,True
16,12,,,1.0,True
16,13,,,1.0,True
16,14,,,1.0,True
16,15,,,1.0,True
16,16,,,1.0,True
16,17,,,1.0,True
16,18,,,1.0,True
16,19,,,1.0,True
16,20,,,1.0,True
16,21,,,1.0,True
16,22,,,1.0,True
16,23,,,1.0,True
16,24,,,1.0,True
16,25,,,1.0,True
16,26,,,1.0,True
16,27,,,1.0,True
16,28,,,1.0,True
16,29,,,1.0,True
16,30,,,1.0,True
16,31,,,1.0,True
16,32,,,1.0,True
16,33,,,1.0,True
16,34,,,1.0,True
16,35,,,1.0,True
16,36,,,1.0,True
16,37,,,1.0,True
16,38,,,1.0,True
16,39,,,1.0,True
16,40,,,1.0,True
16,41,,,1.0,True
16,42,,,1.0,True
16,43,,,1.0,True
16,44,,,1.0,True
16,45,,,1.0,True
16,46,,,1.0,True
16,47,,,1.0,True
16,48,,,1.0,True
16,49,,,1.0,True
